County Code,Perm ID,Facility Name,City,Building Nbr,Building Name,Building Status,SPC Rating ,2007 Hazus Score (%),2010 Hazus Score (%),OSHPD NPC Rating,Latitude,Longitude,Count
01 - Alameda,11322,Alta Bates Summit Medical Center,Oakland,BLD-03431,South Wing - Phase 2,In Service,3,,,2,37.8208094,-122.2630806,1
01 - Alameda,11322,Alta Bates Summit Medical Center,Oakland,BLD-03433,West Service Wing - Building 2,In Service,1,,21.08,2,37.8208094,-122.2630806,1
01 - Alameda,11322,Alta Bates Summit Medical Center,Oakland,BLD-03434,Orig Emergency Wing - East Wing,Not an Independent Building,N/A,,,N/A,37.8208094,-122.2630806,1
01 - Alameda,11322,Alta Bates Summit Medical Center,Oakland,BLD-05300,Patient Care Pavilion,In Service,5,,,4,37.8208094,-122.2630806,1
01 - Alameda,11322,Alta Bates Summit Medical Center,Oakland,BLD-06010,New LOX Tank,Under Construction,N/A,,,NYA,37.8208094,-122.2630806,1
01 - Alameda,11322,Alta Bates Summit Medical Center,Oakland,BLD-06060,Emergency Generator Yard,Equipment Yard,N/A,,,4,37.8208094,-122.2630806,1
01 - Alameda,11338,Alta Bates Summit Medical Center - Summit Campus,Oakland,BLD-00708,Main Hospital Building,In Service,3,,,2,37.8199008,-122.2643586,1
01 - Alameda,11338,Alta Bates Summit Medical Center - Summit Campus,Oakland,BLD-03443,Main Entrance Canopy,In Service,3,,,2,37.8199008,-122.2643586,1
01 - Alameda,11338,Alta Bates Summit Medical Center - Summit Campus,Oakland,BLD-03444,Bridge at Link,In Service,3,,,2,37.8199008,-122.2643586,1
01 - Alameda,11214,Alta Bates Summit Medical Center-Alta Bates Campus,Berkeley,BLD-01285,Admin.,In Service,2,,,2,37.8559265,-122.257309,1
01 - Alameda,11214,Alta Bates Summit Medical Center-Alta Bates Campus,Berkeley,BLD-01286,Laundry/Hall of Health,In Service,2,,,2,37.8559265,-122.257309,1
01 - Alameda,11214,Alta Bates Summit Medical Center-Alta Bates Campus,Berkeley,BLD-01287,Boiler,In Service,2,,,2,37.8559265,-122.257309,1
01 - Alameda,11214,Alta Bates Summit Medical Center-Alta Bates Campus,Berkeley,BLD-01288,1968 Building,In Service,2,,,2,37.8559265,-122.257309,1
01 - Alameda,11214,Alta Bates Summit Medical Center-Alta Bates Campus,Berkeley,BLD-01289,1975 Building,In Service,2,,,2,37.8559265,-122.257309,1
01 - Alameda,11214,Alta Bates Summit Medical Center-Alta Bates Campus,Berkeley,BLD-01290,1985 Building,In Service,4,,,2,37.8559265,-122.257309,1
01 - Alameda,11214,Alta Bates Summit Medical Center-Alta Bates Campus,Berkeley,BLD-01291,Electric Service Building,In Service,4,,,2,37.8559265,-122.257309,1
01 - Alameda,11214,Alta Bates Summit Medical Center-Alta Bates Campus,Berkeley,BLD-01292,Oxygen Tank Enclosure,Equipment Yard,N/A,,,2,37.8559265,-122.257309,1
01 - Alameda,11242,Children's Hospital & Research Center Oakland,Oakland,BLD-01293,Cardiac Cath Lab - MPOE,In Service,5,,,2,37.8368568,-122.2671051,1
01 - Alameda,11242,Children's Hospital & Research Center Oakland,Oakland,BLD-01294,Patient Tower,In Service,3,,,2,37.8368568,-122.2671051,1
01 - Alameda,11242,Children's Hospital & Research Center Oakland,Oakland,BLD-01295,West Site Plant,In Service,3,,,2,37.8368568,-122.2671051,1
01 - Alameda,11242,Children's Hospital & Research Center Oakland,Oakland,BLD-01296,Cafeteria Addition,In Service,3,,,2,37.8368568,-122.2671051,1
01 - Alameda,11242,Children's Hospital & Research Center Oakland,Oakland,BLD-01297,Diagnostic & Treatment Building,In Service,3,,,2,37.8368568,-122.2671051,1
01 - Alameda,11242,Children's Hospital & Research Center Oakland,Oakland,BLD-01298,B/C Wing,In Service,1,,3.28,2,37.8368568,-122.2671051,1
01 - Alameda,11242,Children's Hospital & Research Center Oakland,Oakland,BLD-01299,A/B Wing,In Service,1,,15.07,2,37.8368568,-122.2671051,1
01 - Alameda,11242,Children's Hospital & Research Center Oakland,Oakland,BLD-03121,Loading Dock,In Service,3,,,2,37.8368568,-122.2671051,1
01 - Alameda,11242,Children's Hospital & Research Center Oakland,Oakland,BLD-05214,Western Expansion Building,In Service,5s,,,2,37.8368568,-122.2671051,1
01 - Alameda,11242,Children's Hospital & Research Center Oakland,Oakland,BLD-05822,Outpatient Clinic,Proposed,N/A,,,NYA,37.8368568,-122.2671051,1
01 - Alameda,11242,Children's Hospital & Research Center Oakland,Oakland,BLD-05837,Chiller Plant,Under Construction,5s,,,NYA,37.8368568,-122.2671051,1
01 - Alameda,11242,Children's Hospital & Research Center Oakland,Oakland,BLD-05856,Outpatient Center 2,Clinic - Local Jurisdiction,N/A,,,NYA,37.8368568,-122.2671051,1
01 - Alameda,18180,Eden Medical Center,Castro Valley,BLD-05340,Replacement Hospital,In Service,5,,,4,37.69838,-122.0873925,1
01 - Alameda,18180,Eden Medical Center,Castro Valley,BLD-05341,Chiller Building,In Service,5,,,4,37.69838,-122.0873925,1
01 - Alameda,18180,Eden Medical Center,Castro Valley,BLD-05342,Main Entrance Canopy,In Service,5,,,4,37.69838,-122.0873925,1
01 - Alameda,18180,Eden Medical Center,Castro Valley,BLD-05343,Emergency Entrance Canopy,In Service,5,,,4,37.69838,-122.0873925,1
01 - Alameda,11268,Fairmont Hospital,San Leandro,BLD-01311,Building B,Skilled Nursing Only,N/A,,,1,37.7100449,-122.1153183,1
01 - Alameda,11268,Fairmont Hospital,San Leandro,BLD-01312,Building H,In Service,1,,1.22,1,37.7100449,-122.1153183,1
01 - Alameda,11288,Highland Hospital,Oakland,BLD-01315,Critical Care Building,In Service,5s,,,1,37.7991754,-122.2310563,1
01 - Alameda,11288,Highland Hospital,Oakland,BLD-01316,Acute Care Tower,In Service,1,,,1,37.7991754,-122.2310563,1
01 - Alameda,11288,Highland Hospital,Oakland,BLD-01318,Chiller Building,In Service,1,,,1,37.7991754,-122.2310563,1
01 - Alameda,11288,Highland Hospital,Oakland,BLD-01319,Boiler Plant,In Service,1,,,1,37.7991754,-122.2310563,1
01 - Alameda,11288,Highland Hospital,Oakland,BLD-02957,New Acute Care Building,Under Construction,5s,,,NYA,37.7991754,-122.2310563,1
01 - Alameda,11288,Highland Hospital,San Leandro,BLD-05785,John George Psychiatric Hospital,Acute Psych Only,N/A,,,NYA,37.7991754,-122.2310563,1
01 - Alameda,11288,Highland Hospital,Oakland,BLD-06256,Critical Care Parking Structure,In Service,5s,,,NYA,37.7991754,-122.2310563,1
01 - Alameda,14509,Kaiser Foundation Hospital - Fremont,Fremont,BLD-02489,Hospital Patient Wing North,In Service,3,,,3,37.5518335,-121.9776935,1
01 - Alameda,14509,Kaiser Foundation Hospital - Fremont,Fremont,BLD-02490,Hospital Patient Wing South,In Service,3,,,3,37.5518335,-121.9776935,1
01 - Alameda,14509,Kaiser Foundation Hospital - Fremont,Fremont,BLD-02491,Hospital North,In Service,3,,,3,37.5518335,-121.9776935,1
01 - Alameda,14509,Kaiser Foundation Hospital - Fremont,Fremont,BLD-02492,Hospital South,In Service,3,,,3,37.5518335,-121.9776935,1
01 - Alameda,14509,Kaiser Foundation Hospital - Fremont,Fremont,BLD-02493,Central Plant,In Service,5,,,3,37.5518335,-121.9776935,1
01 - Alameda,14509,Kaiser Foundation Hospital - Fremont,Fremont,BLD-02494,General Services Building,In Service,3s,,,3,37.5518335,-121.9776935,1
01 - Alameda,11295,Kaiser Foundation Hospital - Hayward,Hayward,BLD-01320,Clinic,In Service,1,,,2,37.6305771,-122.0951462,1
01 - Alameda,11295,Kaiser Foundation Hospital - Hayward,Hayward,BLD-01321,Hospital,In Service,1,,,2,37.6305771,-122.0951462,1
01 - Alameda,11295,Kaiser Foundation Hospital - Hayward,Hayward,BLD-01322,Clinic Addition,In Service,1,,,2,37.6305771,-122.0951462,1
01 - Alameda,11295,Kaiser Foundation Hospital - Hayward,Hayward,BLD-01323,Storeroom,In Service,4,,,2,37.6305771,-122.0951462,1
01 - Alameda,11295,Kaiser Foundation Hospital - Hayward,Hayward,BLD-01324,West Wing Addition,In Service,4,,,2,37.6305771,-122.0951462,1
01 - Alameda,11295,Kaiser Foundation Hospital - Hayward,Hayward,BLD-01325,Central Plant,In Service,4,,,2,37.6305771,-122.0951462,1
01 - Alameda,11295,Kaiser Foundation Hospital - Hayward,Hayward,BLD-01326,"East Wing, Low Rise",In Service,4,,,2,37.6305771,-122.0951462,1
01 - Alameda,11295,Kaiser Foundation Hospital - Hayward,Hayward,BLD-01327,"East Wing, Tower",In Service,4,,,2,37.6305771,-122.0951462,1
01 - Alameda,11295,Kaiser Foundation Hospital - Hayward,Hayward,BLD-01328,Lobby,In Service,3,,,2,37.6305771,-122.0951462,1
01 - Alameda,11295,Kaiser Foundation Hospital - Hayward,Hayward,BLD-01329,Hospital Addition,In Service,3,,,2,37.6305771,-122.0951462,1
01 - Alameda,11295,Kaiser Foundation Hospital - Hayward,Hayward,BLD-01330,Pharmacy Addition,In Service,4,,,2,37.6305771,-122.0951462,1
01 - Alameda,18206,Kaiser Foundation Hospital - Oakland/Richmond,Oakland,BLD-02986,Hospital,In Service,5,,,4,37.8233092,-122.2592711,1
01 - Alameda,18206,Kaiser Foundation Hospital - Oakland/Richmond,Oakland,BLD-02987,Central Plant,In Service,5,,,4,37.8233092,-122.2592711,1
01 - Alameda,18206,Kaiser Foundation Hospital - Oakland/Richmond,Oakland,BLD-05716,Loading Dock and Plaza,In Service,5,,,4,37.8233092,-122.2592711,1
01 - Alameda,18186,Kaiser Foundation Hospital - San Leandro,San Leandro,BLD-03481,Templated Hospital Project,In Service,5,,,4,37.7062596,-122.1692482,1
01 - Alameda,18186,Kaiser Foundation Hospital - San Leandro,San Leandro,BLD-03482,Central Utility Plant,In Service,5,,,4,37.7062596,-122.1692482,1
01 - Alameda,11321,Kindred Hospital - San Francisco Bay Area,San Leandro,BLD-00692,Original Building,In Service,2,23.62,1.04,3,37.7167397,-122.1298676,1
01 - Alameda,11321,Kindred Hospital - San Francisco Bay Area,San Leandro,BLD-00693,Outpatient Diag. & Treat. Center,In Service,5,,,3,37.7167397,-122.1298676,1
01 - Alameda,11321,Kindred Hospital - San Francisco Bay Area,San Leandro,BLD-00694,Boiler Enclosure,In Service,4,,,3,37.7167397,-122.1298676,1
01 - Alameda,11321,Kindred Hospital - San Francisco Bay Area,San Leandro,BLD-03083,Surgery Addition,Not an Independent Building,N/A,,,N/A,37.7167397,-122.1298676,1
01 - Alameda,11321,Kindred Hospital - San Francisco Bay Area,San Leandro,BLD-05427,Emergency Generator,Equipment Yard,N/A,,,3,37.7167397,-122.1298676,1
01 - Alameda,11321,Kindred Hospital - San Francisco Bay Area,San Leandro,BLD-05428,Liquid Oxygen Enclosure,Equipment Yard,N/A,,,3,37.7167397,-122.1298676,1
01 - Alameda,11256,San Leandro Hospital,San Leandro,BLD-01300,Main/Original Building,In Service,3,,,2,37.7145685,-122.1418836,1
01 - Alameda,11256,San Leandro Hospital,San Leandro,BLD-02709,Emergency Addition,In Service,5,,,2,37.7145685,-122.1418836,1
01 - Alameda,11344,St Rose Hospital,Hayward,BLD-00709,Main Hospital Building,In Service,2,0.61,,2,37.6333427,-122.0879517,1
01 - Alameda,11344,St Rose Hospital,Hayward,BLD-00710,Engineering/Boiler Building,Not an Independent Building,N/A,,,N/A,37.6333427,-122.0879517,1
01 - Alameda,11344,St Rose Hospital,Hayward,BLD-00711,Emergency and Critical Care Building,In Service,3,,,2,37.6333427,-122.0879517,1
01 - Alameda,11344,St Rose Hospital,Hayward,BLD-00712,Chiller/Generator Building,In Service,5,,,2,37.6333427,-122.0879517,1
01 - Alameda,11344,St Rose Hospital,Hayward,BLD-03084,Skilled Nursing Facility,Skilled Nursing Only,N/A,,,N/A,37.6333427,-122.0879517,1
01 - Alameda,16632,Stanford Health Care - Valleycare,Pleasanton,BLD-02532,Hospital  Ambulatory Care & Inc. II,In Service,3,,,2,37.6939774,-121.8806839,1
01 - Alameda,16632,Stanford Health Care - Valleycare,Pleasanton,BLD-02533,Central Plant,In Service,5,,,2,37.6939774,-121.8806839,1
01 - Alameda,16632,Stanford Health Care - Valleycare,Pleasanton,BLD-02534,Valleycare (New) Addition,In Service,5,,,4,37.6939774,-121.8806839,1
01 - Alameda,16632,Stanford Health Care - Valleycare,Pleasanton,BLD-02699,Arcade - Phase I - Portion 1,In Service,2,,,2,37.6939774,-121.8806839,1
01 - Alameda,16632,Stanford Health Care - Valleycare,Pleasanton,BLD-02700,Arcade - Phase II - Portion 1,In Service,2,,,2,37.6939774,-121.8806839,1
01 - Alameda,16632,Stanford Health Care - Valleycare,Pleasanton,BLD-02701,Porte Cochere,In Service,5,,,4,37.6939774,-121.8806839,1
01 - Alameda,16632,Stanford Health Care - Valleycare,Pleasanton,BLD-02901,Arcade - Phase I - Portion 2,In Service,2,,,2,37.6939774,-121.8806839,1
01 - Alameda,16632,Stanford Health Care - Valleycare,Pleasanton,BLD-02902,Arcade - Phase I - Portion 3,In Service,2,,,2,37.6939774,-121.8806839,1
01 - Alameda,16632,Stanford Health Care - Valleycare,Pleasanton,BLD-02903,Arcade - Phase II - Portion 2,In Service,2,,,2,37.6939774,-121.8806839,1
01 - Alameda,11363,Valley Memorial Hospital,Livermore,BLD-00005,Hospital Building,In Service,2,0.63,,2,37.6769028,-121.7817917,1
01 - Alameda,11363,Valley Memorial Hospital,Livermore,BLD-00006,Boiler Building,In Service,2,,0.63,2,37.6769028,-121.7817917,1
01 - Alameda,11363,Valley Memorial Hospital,Livermore,BLD-00007,Emergency Generator Building,In Service,4,,,2,37.6769028,-121.7817917,1
01 - Alameda,11363,Valley Memorial Hospital,Livermore,BLD-00008,Hospital Building-1967 Addition,Not an Independent Building,N/A,,,N/A,37.6769028,-121.7817917,1
01 - Alameda,11363,Valley Memorial Hospital,Livermore,BLD-00009,Hospital Building - 1977 Addition,Not an Independent Building,N/A,,,N/A,37.6769028,-121.7817917,1
01 - Alameda,11363,Valley Memorial Hospital,Livermore,BLD-02992,Lobby Addition to Hospital Building,In Service,3,,,2,37.6769028,-121.7817917,1
01 - Alameda,11363,Valley Memorial Hospital,Livermore,BLD-03085,Building D: Service Building,In Service,4s,,,2,37.6769028,-121.7817917,1
01 - Alameda,11366,Washington Hospital,Fremont,BLD-00713,Original Hospital,In Service,2,,,2,37.5580099,-121.9806024,1
01 - Alameda,11366,Washington Hospital,Fremont,BLD-00714,South Wing Addition,In Service,2,,,2,37.5580099,-121.9806024,1
01 - Alameda,11366,Washington Hospital,Fremont,BLD-00715,Emergency Wing Addition,In Service,2,,,2,37.5580099,-121.9806024,1
01 - Alameda,11366,Washington Hospital,Fremont,BLD-00716,Areas No. 1 and 2 Addition,In Service,2,,,2,37.5580099,-121.9806024,1
01 - Alameda,11366,Washington Hospital,Fremont,BLD-00717,Area No. 3 Addition,In Service,2,,,2,37.5580099,-121.9806024,1
01 - Alameda,11366,Washington Hospital,Fremont,BLD-00718,Area No. 4 Addition,In Service,2,,,2,37.5580099,-121.9806024,1
01 - Alameda,11366,Washington Hospital,Fremont,BLD-00719,Area No. 5 Addition,In Service,2,,,2,37.5580099,-121.9806024,1
01 - Alameda,11366,Washington Hospital,Fremont,BLD-00720,Entrance Canopy,In Service,5,,,4,37.5580099,-121.9806024,1
01 - Alameda,11366,Washington Hospital,Fremont,BLD-03561,Center for Joint Replacement,In Service,5s,,,NYA,37.5580099,-121.9806024,1
01 - Alameda,11366,Washington Hospital,Fremont,BLD-03562,Central Plant,In Service,5s,,,NYA,37.5580099,-121.9806024,1
01 - Alameda,11366,Washington Hospital,Fremont,BLD-03563,Center for Joint Replacement - Bridge,In Service,5s,,,NYA,37.5580099,-121.9806024,1
01 - Alameda,11366,Washington Hospital,Fremont,BLD-03564,Interim Loading Dock,In Service,5s,,,NYA,37.5580099,-121.9806024,1
01 - Alameda,11366,Washington Hospital,Fremont,BLD-03565,Underground Service Passage,In Service,5s,,,NYA,37.5580099,-121.9806024,1
01 - Alameda,11366,Washington Hospital,Fremont,BLD-05627,Main Building,Under Construction,5s,,,NYA,37.5580099,-121.9806024,1
01 - Alameda,11366,Washington Hospital,Fremont,BLD-05628,Canopy #1,Under Construction,5s,,,NYA,37.5580099,-121.9806024,1
01 - Alameda,11366,Washington Hospital,Fremont,BLD-05629,Canopy #2,Under Construction,5s,,,NYA,37.5580099,-121.9806024,1
01 - Alameda,11366,Washington Hospital,Fremont,BLD-05630,Canopy #3,Under Construction,5s,,,NYA,37.5580099,-121.9806024,1
01 - Alameda,11366,Washington Hospital,Fremont,BLD-05631,Decontamination Building,Under Construction,5s,,,NYA,37.5580099,-121.9806024,1
01 - Alameda,11366,Washington Hospital,Fremont,BLD-05632,Pedestrian Walkway #1,Under Construction,5s,,,NYA,37.5580099,-121.9806024,1
01 - Alameda,11366,Washington Hospital,Fremont,BLD-05633,Pedestrian Walkway #2,Under Construction,5s,,,NYA,37.5580099,-121.9806024,1
03 - Amador,17490,Sutter Amador Hospital,Jackson,BLD-00089,Hospital Building,In Service,5,,,4,38.3507271,-120.764679,1
03 - Amador,17490,Sutter Amador Hospital,Jackson,BLD-05532,Emergency Department Entry Porte Cochere - Low,In Service,5,,,4,38.3507271,-120.764679,1
03 - Amador,17490,Sutter Amador Hospital,Jackson,BLD-05533,Emergency Department Entry Porte Cochere - High,In Service,5,,,4,38.3507271,-120.764679,1
04 - Butte,10014,Adventist Health Feather River,Paradise,BLD-00125,Upper Hospital,In Service,2,0.00,,2,39.7575226,-121.5691833,1
04 - Butte,10014,Adventist Health Feather River,Paradise,BLD-00126,Dietary Building,Not an Independent Building,N/A,,,N/A,39.7575226,-121.5691833,1
04 - Butte,10014,Adventist Health Feather River,Paradise,BLD-00127,X-Ray/ER/ICU Building,In Service,4s,,,2,39.7575226,-121.5691833,1
04 - Butte,10014,Adventist Health Feather River,Paradise,BLD-00128,Cardiac Cath. Lab Building,In Service,4s,,,2,39.7575226,-121.5691833,1
04 - Butte,10014,Adventist Health Feather River,Paradise,BLD-00129,Perinatal Services Building,In Service,4,,,2,39.7575226,-121.5691833,1
04 - Butte,10014,Adventist Health Feather River,Paradise,BLD-00130,HVAC Building,In Service,4,,,2,39.7575226,-121.5691833,1
04 - Butte,10014,Adventist Health Feather River,Paradise,BLD-02726,Lower Hospital,In Service,2,0.00,,2,39.7575226,-121.5691833,1
04 - Butte,10014,Adventist Health Feather River,Paradise,BLD-02937,Emergency Department Canopy,In Service,5,,,4,39.7575226,-121.5691833,1
04 - Butte,10014,Adventist Health Feather River,Paradise,BLD-03739,Emergency Department Addition,In Service,5,,,4,39.7575226,-121.5691833,1
04 - Butte,10014,Adventist Health Feather River,Paradise,BLD-03740,Loading Dock,In Service,5,,,4,39.7575226,-121.5691833,1
04 - Butte,10009,Enloe Medical Center - Cohasset,Chico,BLD-00101,Original Hospital and Additions,In Service,1,,,1,39.7516935,-121.8485096,1
04 - Butte,10009,Enloe Medical Center - Cohasset,Chico,BLD-00102,Radiology Addition,In Service,4,,,1,39.7516935,-121.8485096,1
04 - Butte,10009,Enloe Medical Center - Cohasset,Chico,BLD-00103,Behavioral Health & Administration,In Service,4,,,1,39.7516935,-121.8485096,1
04 - Butte,10009,Enloe Medical Center - Cohasset,Chico,BLD-00104,Radiology Addition,In Service,4,,,1,39.7516935,-121.8485096,1
04 - Butte,10009,Enloe Medical Center - Cohasset,Chico,BLD-00105,Central Stores,In Service,4,,,1,39.7516935,-121.8485096,1
04 - Butte,10009,Enloe Medical Center - Cohasset,Chico,BLD-00106,Cardiac Cath Lab,In Service,4,,,1,39.7516935,-121.8485096,1
04 - Butte,10009,Enloe Medical Center - Cohasset,Chico,BLD-00107,Administration,In Service,4,,,1,39.7516935,-121.8485096,1
04 - Butte,10009,Enloe Medical Center - Cohasset,Chico,BLD-00108,Surgery Addition,In Service,4,,,1,39.7516935,-121.8485096,1
04 - Butte,10013,Enloe Medical Center - Esplanade,Chico,BLD-00110,Original Hospital,In Service,2,,0.13,2,39.7422066,-121.8500061,1
04 - Butte,10013,Enloe Medical Center - Esplanade,Chico,BLD-00111,O.B. First Addition,Not an Independent Building,N/A,,,N/A,39.7422066,-121.8500061,1
04 - Butte,10013,Enloe Medical Center - Esplanade,Chico,BLD-00112,O.B. Second Addition,Not an Independent Building,N/A,,,N/A,39.7422066,-121.8500061,1
04 - Butte,10013,Enloe Medical Center - Esplanade,Chico,BLD-00113,Administration Third Addition,Not an Independent Building,N/A,,,N/A,39.7422066,-121.8500061,1
04 - Butte,10013,Enloe Medical Center - Esplanade,Chico,BLD-00114,Surgery Wing,In Service,2,,,2,39.7422066,-121.8500061,1
04 - Butte,10013,Enloe Medical Center - Esplanade,Chico,BLD-00115,Corridor No. 1,In Service,2,,1.17,2,39.7422066,-121.8500061,1
04 - Butte,10013,Enloe Medical Center - Esplanade,Chico,BLD-00116,South Wing,Not an Independent Building,N/A,,,N/A,39.7422066,-121.8500061,1
04 - Butte,10013,Enloe Medical Center - Esplanade,Chico,BLD-00117,Trauma,In Service,2,,0.00,2,39.7422066,-121.8500061,1
04 - Butte,10013,Enloe Medical Center - Esplanade,Chico,BLD-00118,Pharmacy,In Service,2,,0.00,2,39.7422066,-121.8500061,1
04 - Butte,10013,Enloe Medical Center - Esplanade,Chico,BLD-00119,Tower,In Service,4,,,2,39.7422066,-121.8500061,1
04 - Butte,10013,Enloe Medical Center - Esplanade,Chico,BLD-00120,Cath Lab No. 1,In Service,4,,,2,39.7422066,-121.8500061,1
04 - Butte,10013,Enloe Medical Center - Esplanade,Chico,BLD-00121,Radiology - Oncology,In Service,4,,,2,39.7422066,-121.8500061,1
04 - Butte,10013,Enloe Medical Center - Esplanade,Chico,BLD-00122,Cath Lab No. 2,In Service,4,,,2,39.7422066,-121.8500061,1
04 - Butte,10013,Enloe Medical Center - Esplanade,Chico,BLD-00123,Surgery Addition,In Service,4,,,2,39.7422066,-121.8500061,1
04 - Butte,10013,Enloe Medical Center - Esplanade,Chico,BLD-00124,Waiting Area/Corridor No. 2,In Service,4,,,2,39.7422066,-121.8500061,1
04 - Butte,10013,Enloe Medical Center - Esplanade,Chico,BLD-02934,Magnolia Tower,In Service,5s,,,NYA,39.7422066,-121.8500061,1
04 - Butte,10013,Enloe Medical Center - Esplanade,Chico,BLD-02935,O.R. Addition,In Service,5s,,,NYA,39.7422066,-121.8500061,1
04 - Butte,10013,Enloe Medical Center - Esplanade,Chico,BLD-02936,E.R. Addition,In Service,5s,,,NYA,39.7422066,-121.8500061,1
04 - Butte,16464,Enloe Rehabilitation Center,Chico,BLD-00086,Rehabilitation Center,In Service,4,,,2,39.7541924,-121.8676453,1
04 - Butte,10006,Orchard Hospital,Gridley,BLD-00090,Main Hospital Building & Additions,In Service,2,0.54,,2,39.367691,-121.6895599,1
04 - Butte,10006,Orchard Hospital,Gridley,BLD-00091,East Wing Addition,Not an Independent Building,N/A,,,N/A,39.367691,-121.6895599,1
04 - Butte,10006,Orchard Hospital,Gridley,BLD-00092,North Wing Addition,Not an Independent Building,N/A,,,N/A,39.367691,-121.6895599,1
04 - Butte,10006,Orchard Hospital,Gridley,BLD-00094,Boiler Building,In Service,2,0.02,,2,39.367691,-121.6895599,1
04 - Butte,10006,Orchard Hospital,Gridley,BLD-00095,Warehouse Addition,Not an Independent Building,N/A,,,N/A,39.367691,-121.6895599,1
04 - Butte,10006,Orchard Hospital,Gridley,BLD-00096,18 Bed Addition,Not an Independent Building,N/A,,,N/A,39.367691,-121.6895599,1
04 - Butte,10006,Orchard Hospital,Gridley,BLD-00097,Surgical Addition,Not an Independent Building,N/A,,,N/A,39.367691,-121.6895599,1
04 - Butte,10006,Orchard Hospital,Gridley,BLD-00098,X-Ray Addition,Not an Independent Building,N/A,,,N/A,39.367691,-121.6895599,1
04 - Butte,10006,Orchard Hospital,Gridley,BLD-00099,Entry Addition,Not an Independent Building,N/A,,,N/A,39.367691,-121.6895599,1
04 - Butte,10006,Orchard Hospital,Gridley,BLD-00100,ICU Addition,In Service,4,,,2,39.367691,-121.6895599,1
04 - Butte,10006,Orchard Hospital,Gridley,BLD-02933,Bulk Oxygen Yard,Proposed,N/A,,,NYA,39.367691,-121.6895599,1
04 - Butte,10006,Orchard Hospital,Gridley,BLD-06355,Main Building,Skilled Nursing Only,N/A,,,N/A,39.367691,-121.6895599,1
04 - Butte,10019,Oroville Hospital,Oroville,BLD-00134,1960 Original Building,In Service,2,0.07,,2,39.5054054,-121.541008,1
04 - Butte,10019,Oroville Hospital,Oroville,BLD-00135,1963 Structural Addition,Not an Independent Building,N/A,,,N/A,39.5054054,-121.541008,1
